post_id,title,content,username,email,procedure_name,created_at,category_name,is_anonymous,tags,view_count,reply_1_content,reply_1_username,reply_1_email,reply_1_is_doctor,reply_1_is_expert,reply_1_is_anonymous,reply_1_date,reply_1_parent_reply,reply_2_content,reply_2_username,reply_2_email,reply_2_is_doctor,reply_2_is_expert,reply_2_is_anonymous,reply_2_date,reply_2_parent_reply,reply_3_content,reply_3_username,reply_3_email,reply_3_is_doctor,reply_3_is_expert,reply_3_is_anonymous,reply_3_date,reply_3_parent_reply,reply_4_content,reply_4_username,reply_4_email,reply_4_is_doctor,reply_4_is_expert,reply_4_is_anonymous,reply_4_date,reply_4_parent_reply,reply_5_content,reply_5_username,reply_5_email,reply_5_is_doctor,reply_5_is_expert,reply_5_is_anonymous,reply_5_date,reply_5_parent_reply,reply_6_content,reply_6_username,reply_6_email,reply_6_is_doctor,reply_6_is_expert,reply_6_is_anonymous,reply_6_date,reply_6_parent_reply,reply_7_content,reply_7_username,reply_7_email,reply_7_is_doctor,reply_7_is_expert,reply_7_is_anonymous,reply_7_date,reply_7_parent_reply,reply_8_content,reply_8_username,reply_8_email,reply_8_is_doctor,reply_8_is_expert,reply_8_is_anonymous,reply_8_date,reply_8_parent_reply
21,Rhinoplasty Cost in Mumbai - What Did You Pay?,"I’m planning a rhinoplasty in Mumbai and trying to figure out the cost. Can anyone share what they paid? I’m also curious about what factors affected the price—like the surgeon’s experience or the type of procedure. I want to make sure I’m budgeting enough, and I’d love to hear about your experiences. Any tips for finding a good surgeon in Mumbai on Antidote?",CloudberryPop,cloudberrypop@example.com,Rhinoplasty,2025-04-20,Face,FALSE,"rhinoplasty, cost, Mumbai",180,"Costs for rhinoplasty in Mumbai can vary based on several factors. On Antidote, you can use the cost estimator tool and filter surgeon profiles by location and reviews to find a good match. Check the Face category for more cost insights!",expert_sequoia,expert_sequoia@antidote.com,FALSE,TRUE,FALSE,2025-04-21,,"I paid ₹1.8 lakhs for my rhinoplasty in Mumbai. The surgeon’s experience was a big factor—they were highly rated, which increased the cost.",GalaxiGlow,galaxiglow@example.com,FALSE,FALSE,FALSE,2025-04-22,,Mine was ₹1.5 lakhs in Mumbai. I found my surgeon on Antidote by filtering for high ratings and reading reviews—definitely recommend doing that!,MossyMoon,mossymoon@example.com,FALSE,FALSE,FALSE,2025-04-23,,"GalaxiGlow, did your cost include follow-up visits, or were those extra?",CloudberryPop,cloudberrypop@example.com,FALSE,FALSE,FALSE,2025-04-24,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Tummy Tuck Recovery - 1 Month Update,"I’m 1 month into my tummy tuck recovery, and I wanted to share an update. The swelling has gone down a bit, but I still feel sore, especially around the incision. I’m starting to see a flatter stomach, which is exciting, but I’m wondering when the soreness will go away. What was your recovery like at this stage? Any tips for dealing with the soreness? I’m trying to stay patient!",FernFizz,fernfizz@example.com,Tummy Tuck,2025-04-25,Body,FALSE,"tummy tuck, recovery, soreness",200,"Thanks for the update! Soreness at 1 month is normal and often improves by 6-8 weeks. For tips on managing discomfort, check out Antidote’s Body category—lots of users share their tummy tuck recovery strategies there.",expert_fenrir,expert_fenrir@antidote.com,FALSE,TRUE,FALSE,2025-04-26,,I was sore at 1 month too—it got better around 2 months for me. I found using a heating pad on a low setting helped with the soreness.,PetalDrift,petaldrift@example.com,FALSE,FALSE,FALSE,2025-04-27,,My soreness lasted until about 7 weeks. Walking a little each day helped me feel better faster. You’re doing great!,StardustMoss,stardustmoss@example.com,FALSE,FALSE,FALSE,2025-04-28,,"PetalDrift, did the heating pad help right away, or did it take a few tries?",FernFizz,fernfizz@example.com,FALSE,FALSE,FALSE,2025-04-29,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,BBL Results at 6 Months - Loving My New Shape!,"I’m 6 months post-BBL, and I’m absolutely loving my new shape! My butt looks so much fuller, and I feel so confident in my jeans now. The recovery was tough, but it was worth it. What do you think of your BBL results at this stage? Did you do anything to maintain the shape? I’m curious to hear from others who’ve had a BBL!",ZodiacPeach,zodiacpeach@example.com,Brazilian Butt Lift,2025-04-30,Body,FALSE,"bbl, results, maintenance",220,Congrats on your amazing BBL results! Maintaining your shape with a balanced diet and light exercise can help. Antidote’s Body category has great tips from others on keeping BBL results long-term.,expert_onyx,expert_onyx@antidote.com,FALSE,TRUE,FALSE,2025-05-01,,"I’m at 7 months post-BBL, and I love my results too! I’ve been doing squats to maintain the shape—it really helps.",NebulaNoodle,nebulanoodle@example.com,FALSE,FALSE,FALSE,2025-05-02,,My BBL results at 6 months were great! I focused on eating protein to support the healing and maintain the volume.,MossyMoon,mossymoon@example.com,FALSE,FALSE,FALSE,2025-05-03,,"NebulaNoodle, how often do you do squats? I’d love to start incorporating that.",ZodiacPeach,zodiacpeach@example.com,FALSE,FALSE,FALSE,2025-05-04,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Botox for Crow’s Feet - Worth It?,"I’m thinking about getting Botox for my crow’s feet, but I’m not sure if it’s worth it. I’ve heard mixed things—some say it’s amazing, others say it doesn’t last long. What was your experience like? Did you see a big difference, and how long did it last? I’d love to hear from anyone who’s tried it for crow’s feet specifically. I’m hoping it’ll make me look a bit more refreshed.",PetalDrift,petaldrift@example.com,Botox,2025-05-05,Face,FALSE,"botox, crow’s feet, worth it",150,Botox for crow’s feet can be a great option! Many users on Antidote report noticeable improvements. Check the Face category for more experiences—it might help you decide.,expert_wyvern,expert_wyvern@antidote.com,FALSE,TRUE,FALSE,2025-05-06,,"I did Botox for crow’s feet, and it was worth it for me! It made a big difference—I looked more refreshed. It lasted about 4 months.",CloudberryPop,cloudberrypop@example.com,FALSE,FALSE,FALSE,2025-05-07,,"Mine lasted 3 months, but I loved the results while they lasted. It really softened my crow’s feet. I’d say go for it!",GalaxiGlow,galaxiglow@example.com,FALSE,FALSE,FALSE,2025-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Hair Transplant Cost - What Should I Expect?,"I’m considering a hair transplant, but I’m not sure what the cost will be. Can anyone share what they paid and what factors affected the price? I’m in Bangalore, if that matters. I’d also love to know how to find a good surgeon on Antidote. I’m feeling a bit overwhelmed and want to make sure I’m prepared financially and emotionally for this.",NebulaNoodle,nebulanoodle@example.com,Hair Transplant,2025-05-10,Hair,FALSE,"hair transplant, cost, Bangalore",170,"Hair transplant costs can vary based on the number of grafts and surgeon experience. In Bangalore, you can use Antidote’s cost estimator tool and filter for highly rated surgeons in the Hair category to get a better idea.",expert_sequoia,expert_sequoia@antidote.com,FALSE,TRUE,FALSE,2025-05-11,,I paid ₹1.2 lakhs for my hair transplant in Bangalore. The number of grafts (3000) was the biggest factor in the cost.,FernFizz,fernfizz@example.com,FALSE,FALSE,FALSE,2025-05-12,,Mine was ₹1.5 lakhs in Bangalore for 3500 grafts. I found my surgeon on Antidote by looking at reviews and before-and-after photos.,StardustMoss,stardustmoss@example.com,FALSE,FALSE,FALSE,2025-05-13,,"FernFizz, did your cost include follow-up care, or was that extra?",NebulaNoodle,nebulanoodle@example.com,FALSE,FALSE,FALSE,2025-05-14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Blepharoplasty Recovery - Day 10 Update,"I’m 10 days into my blepharoplasty recovery, and I wanted to share how it’s going. The bruising is mostly gone, but I still have some swelling around my eyes. I’m feeling hopeful, but I’m wondering when I’ll look ‘normal’ again. What was your recovery like at this stage? Any tips for reducing the swelling? I’m trying to be patient, but I’d love some encouragement!",MossyMoon,mossymoon@example.com,Blepharoplasty,2025-05-15,Face,FALSE,"blepharoplasty, recovery, swelling",160,"Thanks for the update! Swelling at 10 days is normal and often improves significantly by 3-4 weeks. For tips on reducing swelling, check out Antidote’s Face category—lots of users share their blepharoplasty recovery tips there.",expert_fenrir,expert_fenrir@antidote.com,FALSE,TRUE,FALSE,2025-05-16,,"I had swelling at 10 days too—it went down a lot by week 3. I used cold compresses, which really helped with the swelling.",ZodiacPeach,zodiacpeach@example.com,FALSE,FALSE,FALSE,2025-05-17,,You’re doing great! I looked pretty normal by 1 month post-blepharoplasty. Sleeping with my head elevated helped with the swelling.,PetalDrift,petaldrift@example.com,FALSE,FALSE,FALSE,2025-05-18,,"ZodiacPeach, how often did you use the cold compresses? I’d like to try that.",MossyMoon,mossymoon@example.com,FALSE,FALSE,FALSE,2025-05-19,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Liposuction Recovery - 2 Weeks and Feeling Emotional,"I’m 2 weeks into my liposuction recovery on my stomach, and I’m feeling really emotional. The swelling is still there, and I’m not seeing the results I hoped for yet. I know it’s early, but I’m feeling down. Has anyone else felt this way? How did you cope with the emotional side of recovery? I could use some support and advice right now.",CloudberryPop,cloudberrypop@example.com,Liposuction,2025-05-20,Body,TRUE,"liposuction, recovery, emotional",190,I’m sorry you’re feeling emotional—it’s completely normal at this stage! Recovery can be a rollercoaster. Antidote’s Body category has a great community where you can find support and share your journey with others.,expert_onyx,expert_onyx@antidote.com,FALSE,TRUE,FALSE,2025-05-21,,"I felt the same way at 2 weeks—it’s hard not seeing results right away. I coped by talking to friends and focusing on small progress, like less soreness.",GalaxiGlow,galaxiglow@example.com,FALSE,FALSE,FALSE,2025-05-22,,"You’re not alone! I was emotional too, but by 6 weeks, I started feeling better about my results. Try journaling—it helped me process my feelings.",NebulaNoodle,nebulanoodle@example.com,FALSE,FALSE,TRUE,2025-05-23,,"GalaxiGlow, did talking to friends make a big difference? I’m thinking of reaching out to someone.",CloudberryPop,cloudberrypop@example.com,FALSE,FALSE,TRUE,2025-05-24,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Breast Augmentation Results at 1 Year - So Worth It!,"I’m 1 year post-breast augmentation, and I couldn’t be happier! My implants have settled beautifully, and I feel so confident. The recovery was tough at first, but it was worth every moment. What do you think of your results at 1 year? Did you face any challenges long-term? I’m also thinking about sharing my before-and-after on Antidote—any tips for that?",PetalDrift,petaldrift@example.com,Breast Augmentation,2025-01-06,Breast,FALSE,"breast augmentation, results, 1 year",230,"Congrats on your 1-year milestone! It sounds like you’re thrilled. For sharing before-and-after photos, you can post them in the Breast category on Antidote—just make sure to follow the community guidelines.",expert_fenrir,expert_fenrir@antidote.com,FALSE,TRUE,FALSE,2025-01-07,,"I’m at 1 year too, and I love my results! No long-term challenges for me—just make sure to keep up with regular check-ins.",CloudberryPop,cloudberrypop@example.com,FALSE,FALSE,FALSE,2025-01-08,,I shared my photos on Antidote and got so much support! Just be prepared for lots of questions from others—it’s a great way to connect.,GalaxiGlow,galaxiglow@example.com,FALSE,FALSE,FALSE,2025-01-09,,"CloudberryPop, what kind of questions did people ask? I want to be ready when I share mine.",PetalDrift,petaldrift@example.com,FALSE,FALSE,FALSE,2025-01-10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Tummy Tuck Scarring - How Bad Is It?,"I’m considering a tummy tuck, but I’m really worried about the scarring. I’ve heard it can be pretty noticeable, especially early on. What’s been your experience with scarring? Does it fade over time, and if so, how long did it take? I’d love to hear from anyone who’s had a tummy tuck—what do you think of your scars now? Any tips for minimizing them?",NebulaNoodle,nebulanoodle@example.com,Tummy Tuck,2025-01-11,Body,TRUE,"tummy tuck, scarring, recovery",180,"Scarring is a common concern with tummy tucks, but it often fades significantly over time. Many users on Antidote share scar care tips in the Body category—silicone sheets and sun protection are popular methods.",expert_onyx,expert_onyx@antidote.com,FALSE,TRUE,FALSE,2025-01-12,,"My tummy tuck scars were very noticeable at first, but they faded a lot by 1 year. I used silicone sheets for 6 months, which helped.",ZodiacPeach,zodiacpeach@example.com,FALSE,FALSE,FALSE,2025-01-13,,"I’m 8 months post-tummy tuck, and my scars are much lighter now. Keeping them out of the sun was key for me.",FernFizz,fernfizz@example.com,FALSE,FALSE,TRUE,2025-01-14,,"ZodiacPeach, where did you get your silicone sheets? I’m thinking of trying them.",NebulaNoodle,nebulanoodle@example.com,FALSE,FALSE,TRUE,2025-01-15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,BBL Recovery - 3 Weeks and Feeling Better,"I’m 3 weeks into my BBL recovery, and I’m finally feeling a bit better. The swelling has gone down, and I can move around more comfortably. I’m still using my BBL pillow, though. What was your recovery like at 3 weeks? Did you start sitting more at this point, or did you wait longer? I’m eager to get back to normal but don’t want to rush it.",MossyMoon,mossymoon@example.com,Brazilian Butt Lift,2025-01-16,Body,FALSE,"bbl, recovery, 3 weeks",190,It’s great to hear you’re feeling better at 3 weeks! Many users wait at least 6-8 weeks before sitting without a pillow to ensure the best results. Antidote’s Body category has more BBL recovery tips from the community.,expert_wyvern,expert_wyvern@antidote.com,FALSE,TRUE,FALSE,2025-01-17,,I was still using my pillow at 3 weeks—I waited until 8 weeks to sit normally. It’s worth being cautious to protect your results!,PetalDrift,petaldrift@example.com,FALSE,FALSE,FALSE,2025-01-18,,"I started sitting a bit more at 4 weeks, but only with the pillow. You’re doing great—don’t rush it!",StardustMoss,stardustmoss@example.com,FALSE,FALSE,FALSE,2025-01-19,,"PetalDrift, did you find the pillow comfortable after a while? Mine’s still a bit awkward.",MossyMoon,mossymoon@example.com,FALSE,FALSE,FALSE,2025-01-20,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Botox Recovery - Any Side Effects?,"I had Botox for my forehead lines 3 days ago, and I’m noticing some bruising. Is this normal? Did anyone else have side effects after Botox? I’m also wondering how long it took for you to see the full results. I’m excited but a bit worried about the bruising—it’s not too bad, but I wasn’t expecting it. I’d love to hear about your experiences!",CloudberryPop,cloudberrypop@example.com,Botox,2025-01-21,Face,FALSE,"botox, recovery, side effects",150,"Bruising after Botox is a common side effect and usually fades within a week or two. Full results typically show within 7-14 days. For more experiences, check out Antidote’s Face category!",expert_sequoia,expert_sequoia@antidote.com,FALSE,TRUE,FALSE,2025-01-22,,"I had some bruising too—it went away in about 5 days. I saw my full Botox results at 10 days, and I loved it!",GalaxiGlow,galaxiglow@example.com,FALSE,FALSE,FALSE,2025-01-23,,"I didn’t have bruising, but I had a slight headache for a day. My results kicked in at 1 week. The bruising will fade soon!",NebulaNoodle,nebulanoodle@example.com,FALSE,FALSE,FALSE,2025-01-24,,"GalaxiGlow, did you do anything to help the bruising fade faster? I’d love some tips.",CloudberryPop,cloudberrypop@example.com,FALSE,FALSE,FALSE,2025-01-25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Blepharoplasty Results at 6 Months - Loving It!,"I’m 6 months post-blepharoplasty, and I’m loving the results! My eyes look so much more open, and I don’t look tired all the time anymore. The recovery was easier than I expected, though I had some swelling early on. What do you think of your results at 6 months? Did you face any challenges? I’d love to hear from others who’ve had this done.",MossyMoon,mossymoon@example.com,Blepharoplasty,2025-01-31,Face,FALSE,"blepharoplasty, results, 6 months",180,"That’s wonderful to hear, MossyMoon! It sounds like you’re thrilled with your results. For more blepharoplasty stories, check out Antidote’s Face category—lots of users share their journeys there.",expert_onyx,expert_onyx@antidote.com,FALSE,TRUE,FALSE,2025-02-01,,"I’m at 7 months post-blepharoplasty, and I love my results too! I had some dryness early on, but it went away with eye drops.",NebulaNoodle,nebulanoodle@example.com,FALSE,FALSE,FALSE,2025-02-02,,"My 6-month results are great! I had some swelling for the first month, but no major challenges after that. You look amazing!",FernFizz,fernfizz@example.com,FALSE,FALSE,FALSE,2025-02-03,,"NebulaNoodle, what eye drops did you use for the dryness? I might need some.",MossyMoon,mossymoon@example.com,FALSE,FALSE,FALSE,2025-02-04,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Laser Hair Removal on Face - How Many Sessions?,"I’m thinking about laser hair removal for my upper lip and chin, but I’m not sure how many sessions I’ll need. I have dark hair, if that makes a difference. What was your experience like for facial hair removal? How many sessions did it take to see results? I’m also a bit nervous about the pain—any tips for that?",PetalDrift,petaldrift@example.com,Laser Hair Removal,2025-02-05,Body,FALSE,"laser hair removal, face, sessions",140,"Dark hair usually responds well to laser hair removal! Most users need 6-8 sessions for the face. For pain management, many suggest using a numbing cream. Check Antidote’s Body category for more facial hair removal experiences.",expert_wyvern,expert_wyvern@antidote.com,FALSE,TRUE,FALSE,2025-02-06,,"I had 7 sessions for my upper lip, and it worked great! The pain was like a quick snap—I used a cooling gel afterward.",CloudberryPop,cloudberrypop@example.com,FALSE,FALSE,FALSE,2025-02-07,,"I needed 6 sessions for my chin. It stung a bit, but bringing headphones and listening to music helped distract me.",GalaxiGlow,galaxiglow@example.com,FALSE,FALSE,FALSE,2025-02-08,,"CloudberryPop, where did you get your cooling gel? I’d like to try that.",PetalDrift,petaldrift@example.com,FALSE,FALSE,FALSE,2025-02-09,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Rhinoplasty at 3 Months - Still Swollen?,"I’m 3 months post-rhinoplasty, and I’m still noticing some swelling, especially around the tip of my nose. Is this normal? I’m happy with the shape so far, but I’m wondering when the swelling will fully go down. What was your experience like at 3 months? Did you do anything to help with the swelling? I’d love to hear from others who’ve had a rhinoplasty.",NebulaNoodle,nebulanoodle@example.com,Rhinoplasty,2025-02-10,Face,FALSE,"rhinoplasty, recovery, swelling",190,"Swelling at 3 months is very common, especially around the tip—it can take up to a year to fully resolve. For swelling tips, Antidote’s Face category has great advice from other rhinoplasty patients.",expert_sequoia,expert_sequoia@antidote.com,FALSE,TRUE,FALSE,2025-02-11,,I had swelling at 3 months too—it went down a lot by 6 months. I avoided salty foods to help with fluid retention.,ZodiacPeach,zodiacpeach@example.com,FALSE,FALSE,FALSE,2025-02-12,,My tip swelling lasted until about 8 months. I found taping my nose at night helped a bit—maybe try that?,MossyMoon,mossymoon@example.com,FALSE,FALSE,FALSE,2025-02-13,,"ZodiacPeach, how did you manage the salty",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
